sample_id	slot	source_field	discovery_uri	generation	byte_size	checksum_algorithm	checksum_value	created_at	updated_at	immutable_read_uri	metageneration	crc32c_base64	md5_base64	etag
HG00658	hap1_bed_index	cpg_hap1_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/1354ccd3-6e18-4c75-8d69-d8c2ff8d305e/call-CpgPileup/HG00658.hap1.bed.gz.tbi	1777750453451076	1561910	md5_base64	E3cthb7Ie9WQpjKN4rEcpQ==	2026-05-02T19:34:13.454Z	2026-06-02T20:17:23.668Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/1354ccd3-6e18-4c75-8d69-d8c2ff8d305e/call-CpgPileup/HG00658.hap1.bed.gz.tbi?generation=1777750453451076	2	RQbfRA==	E3cthb7Ie9WQpjKN4rEcpQ==	CMTym8Ksm5QDEAI=
HG00658	hap2_bed	cpg_hap2_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/1354ccd3-6e18-4c75-8d69-d8c2ff8d305e/call-CpgPileup/HG00658.hap2.bed.gz	1777750432885935	287889889	md5_base64	H9Z3JYIP7NGeCDKPhd572Q==	2026-05-02T19:33:52.890Z	2026-06-02T19:44:02.973Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/1354ccd3-6e18-4c75-8d69-d8c2ff8d305e/call-CpgPileup/HG00658.hap2.bed.gz?generation=1777750432885935	2	EUvtwg==	H9Z3JYIP7NGeCDKPhd572Q==	CK/ZtLism5QDEAI=
HG00658	hap2_bed_index	cpg_hap2_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/1354ccd3-6e18-4c75-8d69-d8c2ff8d305e/call-CpgPileup/HG00658.hap2.bed.gz.tbi	1777750434871617	1560914	md5_base64	y8RcnRYNiMyA+6I3AwRrEw==	2026-05-02T19:33:54.875Z	2026-06-02T20:25:11.483Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/1354ccd3-6e18-4c75-8d69-d8c2ff8d305e/call-CpgPileup/HG00658.hap2.bed.gz.tbi?generation=1777750434871617	2	WkF8VA==	y8RcnRYNiMyA+6I3AwRrEw==	CMHyrbmsm5QDEAI=
HG00673	combined_bed	cpg_combined_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/2b791803-f246-4ab2-8571-34899833acdc/call-CpgPileup/HG00673.combined.bed.gz	1777750668269350	272194091	md5_base64	uOu6NycHBTVxQ+CP6MKG0g==	2026-05-02T19:37:48.274Z	2026-06-02T19:50:33.116Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/2b791803-f246-4ab2-8571-34899833acdc/call-CpgPileup/HG00673.combined.bed.gz?generation=1777750668269350	2	PsaVsg==	uOu6NycHBTVxQ+CP6MKG0g==	CKau06itm5QDEAI=
HG00673	combined_bed_index	independently_verified_combined_bed_index	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/2b791803-f246-4ab2-8571-34899833acdc/call-CpgPileup/HG00673.combined.bed.gz.tbi	1777750663292960	1678802	md5_base64	Wb7JB6MBYwKjuIdqWkos7w==	2026-05-02T19:37:43.296Z	2026-06-03T14:50:58.700Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/2b791803-f246-4ab2-8571-34899833acdc/call-CpgPileup/HG00673.combined.bed.gz.tbi?generation=1777750663292960	3	fq7OCA==	Wb7JB6MBYwKjuIdqWkos7w==	CKDQo6atm5QDEAM=
HG00673	hap1_bed	cpg_hap1_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/2b791803-f246-4ab2-8571-34899833acdc/call-CpgPileup/HG00673.hap1.bed.gz	1777750672971072	184581477	md5_base64	1ifFvpFs5saRkEbu+CzMIQ==	2026-05-02T19:37:52.975Z	2026-06-02T20:06:50.440Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/2b791803-f246-4ab2-8571-34899833acdc/call-CpgPileup/HG00673.hap1.bed.gz?generation=1777750672971072	2	2iOuRg==	1ifFvpFs5saRkEbu+CzMIQ==	CMCq8qqtm5QDEAI=
HG00673	hap1_bed_index	cpg_hap1_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/2b791803-f246-4ab2-8571-34899833acdc/call-CpgPileup/HG00673.hap1.bed.gz.tbi	1777750661466611	1444452	md5_base64	1iUW38h4+yNI++yNG2atKg==	2026-05-02T19:37:41.470Z	2026-06-03T14:59:01.486Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/2b791803-f246-4ab2-8571-34899833acdc/call-CpgPileup/HG00673.hap1.bed.gz.tbi?generation=1777750661466611	3	oAIarQ==	1iUW38h4+yNI++yNG2atKg==	CPOTtKWtm5QDEAM=
HG00673	hap2_bed	cpg_hap2_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/2b791803-f246-4ab2-8571-34899833acdc/call-CpgPileup/HG00673.hap2.bed.gz	1777750679139239	184636633	md5_base64	u5VepnYyxe9i+c4HVG2r7g==	2026-05-02T19:37:59.146Z	2026-06-02T19:51:07.544Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/2b791803-f246-4ab2-8571-34899833acdc/call-CpgPileup/HG00673.hap2.bed.gz?generation=1777750679139239	2	yHpVAQ==	u5VepnYyxe9i+c4HVG2r7g==	CKfn6q2tm5QDEAI=
HG00673	hap2_bed_index	cpg_hap2_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/2b791803-f246-4ab2-8571-34899833acdc/call-CpgPileup/HG00673.hap2.bed.gz.tbi	1777750674781033	1445108	md5_base64	x7uhgs+7t0+j8QCpzcgsVg==	2026-05-02T19:37:54.785Z	2026-06-03T15:57:06.212Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/2b791803-f246-4ab2-8571-34899833acdc/call-CpgPileup/HG00673.hap2.bed.gz.tbi?generation=1777750674781033	3	hdoPuA==	x7uhgs+7t0+j8QCpzcgsVg==	COnm4Kutm5QDEAM=
HG00706	combined_bed	cpg_combined_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/289b103b-6943-424e-9b12-cd0b4a4f5f3b/call-CpgPileup/HG00706.combined.bed.gz	1777750153834907	339581929	md5_base64	ExJ5AqFIdMkl0EwZ8VIK2A==	2026-05-02T19:29:13.840Z	2026-06-03T14:29:04.452Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/289b103b-6943-424e-9b12-cd0b4a4f5f3b/call-CpgPileup/HG00706.combined.bed.gz?generation=1777750153834907	3	X+0DMA==	ExJ5AqFIdMkl0EwZ8VIK2A==	CJvjrLOrm5QDEAM=
HG00706	combined_bed_index	independently_verified_combined_bed_index	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/289b103b-6943-424e-9b12-cd0b4a4f5f3b/call-CpgPileup/HG00706.combined.bed.gz.tbi	1777750143589631	1693659	md5_base64	iALDA2N1YytWV+v/9+b8EQ==	2026-05-02T19:29:03.593Z	2026-06-03T15:54:00.267Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/289b103b-6943-424e-9b12-cd0b4a4f5f3b/call-CpgPileup/HG00706.combined.bed.gz.tbi?generation=1777750143589631	3	WSShWA==	iALDA2N1YytWV+v/9+b8EQ==	CP+5u66rm5QDEAM=
HG00706	hap1_bed	cpg_hap1_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/289b103b-6943-424e-9b12-cd0b4a4f5f3b/call-CpgPileup/HG00706.hap1.bed.gz	1777750160057529	286487377	md5_base64	MS2K4CAFIKFgtMOpryDD3Q==	2026-05-02T19:29:20.062Z	2026-06-03T15:53:34.942Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/289b103b-6943-424e-9b12-cd0b4a4f5f3b/call-CpgPileup/HG00706.hap1.bed.gz?generation=1777750160057529	3	bjPfMw==	MS2K4CAFIKFgtMOpryDD3Q==	CLnJqLarm5QDEAM=
HG00706	hap1_bed_index	cpg_hap1_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/289b103b-6943-424e-9b12-cd0b4a4f5f3b/call-CpgPileup/HG00706.hap1.bed.gz.tbi	1777750145602807	1564436	md5_base64	i+i7BM2YdKB3dqJQloPtnA==	2026-05-02T19:29:05.606Z	2026-06-02T19:44:26.751Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/289b103b-6943-424e-9b12-cd0b4a4f5f3b/call-CpgPileup/HG00706.hap1.bed.gz.tbi?generation=1777750145602807	2	z5QTPw==	i+i7BM2YdKB3dqJQloPtnA==	CPeptq+rm5QDEAI=
HG00706	hap2_bed	cpg_hap2_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/289b103b-6943-424e-9b12-cd0b4a4f5f3b/call-CpgPileup/HG00706.hap2.bed.gz	1777750166388675	286261800	md5_base64	rj51/Tio5ed2jxme6TkixA==	2026-05-02T19:29:26.394Z	2026-06-02T20:18:21.859Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/289b103b-6943-424e-9b12-cd0b4a4f5f3b/call-CpgPileup/HG00706.hap2.bed.gz?generation=1777750166388675	2	3mHYIw==	rj51/Tio5ed2jxme6TkixA==	CMP/qrmrm5QDEAI=
HG00706	hap2_bed_index	cpg_hap2_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/289b103b-6943-424e-9b12-cd0b4a4f5f3b/call-CpgPileup/HG00706.hap2.bed.gz.tbi	1777750147473671	1563422	md5_base64	DZsdRAxT5puQIgbXMDu4sA==	2026-05-02T19:29:07.478Z	2026-06-03T15:35:58.755Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/289b103b-6943-424e-9b12-cd0b4a4f5f3b/call-CpgPileup/HG00706.hap2.bed.gz.tbi?generation=1777750147473671	3	gjgrDg==	DZsdRAxT5puQIgbXMDu4sA==	CIfCqLCrm5QDEAM=
HG00733	combined_bed	cpg_combined_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/340b42e2-804b-4cd6-9039-71c032ef2330/MethylationProfiling/585be854-fc10-4f2a-ab21-640068c517ea/call-CpgPileup/HG00733.combined.bed.gz	1778435957662999	349062936	md5_base64	pG6LkkfotBe+FitgkX8MCA==	2026-05-10T17:59:17.668Z	2026-06-12T11:16:26.617Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/340b42e2-804b-4cd6-9039-71c032ef2330/MethylationProfiling/585be854-fc10-4f2a-ab21-640068c517ea/call-CpgPileup/HG00733.combined.bed.gz?generation=1778435957662999	3	VQ3wPw==	pG6LkkfotBe+FitgkX8MCA==	CJfKjJymr5QDEAM=
HG00733	combined_bed_index	independently_verified_combined_bed_index	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/340b42e2-804b-4cd6-9039-71c032ef2330/MethylationProfiling/585be854-fc10-4f2a-ab21-640068c517ea/call-CpgPileup/HG00733.combined.bed.gz.tbi	1778435951458629	1685955	md5_base64	kWplAXxiuf8ZDwHaTHIkqw==	2026-05-10T17:59:11.463Z	2026-06-12T12:20:57.407Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/340b42e2-804b-4cd6-9039-71c032ef2330/MethylationProfiling/585be854-fc10-4f2a-ab21-640068c517ea/call-CpgPileup/HG00733.combined.bed.gz.tbi?generation=1778435951458629	3	IyJFzQ==	kWplAXxiuf8ZDwHaTHIkqw==	CMXykZmmr5QDEAM=
HG00733	hap1_bed	cpg_hap1_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/340b42e2-804b-4cd6-9039-71c032ef2330/MethylationProfiling/585be854-fc10-4f2a-ab21-640068c517ea/call-CpgPileup/HG00733.hap1.bed.gz	1778435949535366	309625871	md5_base64	kQ4Tufv/IEBXQNtbE+SAXw==	2026-05-10T17:59:09.539Z	2026-06-11T04:20:57.580Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/340b42e2-804b-4cd6-9039-71c032ef2330/MethylationProfiling/585be854-fc10-4f2a-ab21-640068c517ea/call-CpgPileup/HG00733.hap1.bed.gz?generation=1778435949535366	2	Y5TGug==	kQ4Tufv/IEBXQNtbE+SAXw==	CIbBnJimr5QDEAI=
HG00733	hap1_bed_index	cpg_hap1_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/340b42e2-804b-4cd6-9039-71c032ef2330/MethylationProfiling/585be854-fc10-4f2a-ab21-640068c517ea/call-CpgPileup/HG00733.hap1.bed.gz.tbi	1778435932545980	1648546	md5_base64	EM9V37htaga+cxhNkWFoNQ==	2026-05-10T17:58:52.550Z	2026-06-12T12:35:02.491Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/340b42e2-804b-4cd6-9039-71c032ef2330/MethylationProfiling/585be854-fc10-4f2a-ab21-640068c517ea/call-CpgPileup/HG00733.hap1.bed.gz.tbi?generation=1778435932545980	3	bud0aw==	EM9V37htaga+cxhNkWFoNQ==	CLzHj5Cmr5QDEAM=
HG00733	hap2_bed	cpg_hap2_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/340b42e2-804b-4cd6-9039-71c032ef2330/MethylationProfiling/585be854-fc10-4f2a-ab21-640068c517ea/call-CpgPileup/HG00733.hap2.bed.gz	1778435928648124	310208978	md5_base64	k4azxrgreQcbs+LVxGMECQ==	2026-05-10T17:58:48.653Z	2026-06-12T12:36:35.051Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/340b42e2-804b-4cd6-9039-71c032ef2330/MethylationProfiling/585be854-fc10-4f2a-ab21-640068c517ea/call-CpgPileup/HG00733.hap2.bed.gz?generation=1778435928648124	3	gxZxBQ==	k4azxrgreQcbs+LVxGMECQ==	CLzToY6mr5QDEAM=
HG00733	hap2_bed_index	cpg_hap2_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/340b42e2-804b-4cd6-9039-71c032ef2330/MethylationProfiling/585be854-fc10-4f2a-ab21-640068c517ea/call-CpgPileup/HG00733.hap2.bed.gz.tbi	1778435930536574	1652676	md5_base64	LX8R98FLDzaPW6Sn0TAgIw==	2026-05-10T17:58:50.540Z	2026-06-12T09:37:23.964Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/340b42e2-804b-4cd6-9039-71c032ef2330/MethylationProfiling/585be854-fc10-4f2a-ab21-640068c517ea/call-CpgPileup/HG00733.hap2.bed.gz.tbi?generation=1778435930536574	3	7RQrNA==	LX8R98FLDzaPW6Sn0TAgIw==	CP70lI+mr5QDEAM=
HG00735	combined_bed	cpg_combined_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/f0ab26b0-d66f-45be-8322-24218670bc4d/MethylationProfiling/85839368-131e-42a2-9484-ad6723659930/call-CpgPileup/HG00735.combined.bed.gz	1783875265066772	329871598	md5_base64	k8OuzhX01h9ykd9PA2Xyig==	2026-07-12T16:54:25.070Z	2026-07-12T16:54:25.070Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/f0ab26b0-d66f-45be-8322-24218670bc4d/MethylationProfiling/85839368-131e-42a2-9484-ad6723659930/call-CpgPileup/HG00735.combined.bed.gz?generation=1783875265066772	1	VSKixQ==	k8OuzhX01h9ykd9PA2Xyig==	CJTu/ZvNzZUDEAE=
HG00735	combined_bed_index	independently_verified_combined_bed_index	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/f0ab26b0-d66f-45be-8322-24218670bc4d/MethylationProfiling/85839368-131e-42a2-9484-ad6723659930/call-CpgPileup/HG00735.combined.bed.gz.tbi	1783875242859971	1681494	md5_base64	rXL0LX7s2C2aVyzQNMMdjw==	2026-07-12T16:54:02.864Z	2026-07-12T16:54:02.864Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/f0ab26b0-d66f-45be-8322-24218670bc4d/MethylationProfiling/85839368-131e-42a2-9484-ad6723659930/call-CpgPileup/HG00735.combined.bed.gz.tbi?generation=1783875242859971	1	Ay+XHw==	rXL0LX7s2C2aVyzQNMMdjw==	CMO7spHNzZUDEAE=
HG00735	hap1_bed	cpg_hap1_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/f0ab26b0-d66f-45be-8322-24218670bc4d/MethylationProfiling/85839368-131e-42a2-9484-ad6723659930/call-CpgPileup/HG00735.hap1.bed.gz	1783875240999393	292548610	md5_base64	NOKZ8VIuN82ShznC/ImNuA==	2026-07-12T16:54:01.004Z	2026-07-12T16:54:01.004Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/f0ab26b0-d66f-45be-8322-24218670bc4d/MethylationProfiling/85839368-131e-42a2-9484-ad6723659930/call-CpgPileup/HG00735.hap1.bed.gz?generation=1783875240999393	1	hkhDHw==	NOKZ8VIuN82ShznC/ImNuA==	COHzwJDNzZUDEAE=
HG00735	hap1_bed_index	cpg_hap1_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/f0ab26b0-d66f-45be-8322-24218670bc4d/MethylationProfiling/85839368-131e-42a2-9484-ad6723659930/call-CpgPileup/HG00735.hap1.bed.gz.tbi	1783875266893733	1648876	md5_base64	ZYczhc3xFrmkXpKbTPVk+A==	2026-07-12T16:54:26.898Z	2026-07-12T16:54:26.898Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/f0ab26b0-d66f-45be-8322-24218670bc4d/MethylationProfiling/85839368-131e-42a2-9484-ad6723659930/call-CpgPileup/HG00735.hap1.bed.gz.tbi?generation=1783875266893733	1	4VSr+A==	ZYczhc3xFrmkXpKbTPVk+A==	CKWv7ZzNzZUDEAE=
HG00735	hap2_bed	cpg_hap2_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/f0ab26b0-d66f-45be-8322-24218670bc4d/MethylationProfiling/85839368-131e-42a2-9484-ad6723659930/call-CpgPileup/HG00735.hap2.bed.gz	1783875254554324	292459809	md5_base64	XtIMtiMn/m3AeCFC/Girlw==	2026-07-12T16:54:14.560Z	2026-07-12T16:54:14.560Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/f0ab26b0-d66f-45be-8322-24218670bc4d/MethylationProfiling/85839368-131e-42a2-9484-ad6723659930/call-CpgPileup/HG00735.hap2.bed.gz?generation=1783875254554324	1	cZl3WQ==	XtIMtiMn/m3AeCFC/Girlw==	CNSd/JbNzZUDEAE=
HG00735	hap2_bed_index	cpg_hap2_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/f0ab26b0-d66f-45be-8322-24218670bc4d/MethylationProfiling/85839368-131e-42a2-9484-ad6723659930/call-CpgPileup/HG00735.hap2.bed.gz.tbi	1783875256395736	1649186	md5_base64	gjLPv6jjqugnV8YwalwuNw==	2026-07-12T16:54:16.399Z	2026-07-12T16:54:16.399Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/f0ab26b0-d66f-45be-8322-24218670bc4d/MethylationProfiling/85839368-131e-42a2-9484-ad6723659930/call-CpgPileup/HG00735.hap2.bed.gz.tbi?generation=1783875256395736	1	SqsG/Q==	gjLPv6jjqugnV8YwalwuNw==	CNjP7JfNzZUDEAE=
HG00738	combined_bed	cpg_combined_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/569a9e19-4a00-4d9c-98ff-6de0000f6e8f/MethylationProfiling/8730e1fd-9d74-4597-916d-024b28ce0908/call-CpgPileup/attempt-2/HG00738.combined.bed.gz	1777764435811134	306950472	md5_base64	DsaAST8D1sx5yunEQBn9ow==	2026-05-02T23:27:15.816Z	2026-06-03T15:21:07.795Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/569a9e19-4a00-4d9c-98ff-6de0000f6e8f/MethylationProfiling/8730e1fd-9d74-4597-916d-024b28ce0908/call-CpgPileup/attempt-2/HG00738.combined.bed.gz?generation=1777764435811134	3	uipCXg==	DsaAST8D1sx5yunEQBn9ow==	CL62w83gm5QDEAM=
HG00738	combined_bed_index	independently_verified_combined_bed_index	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/569a9e19-4a00-4d9c-98ff-6de0000f6e8f/MethylationProfiling/8730e1fd-9d74-4597-916d-024b28ce0908/call-CpgPileup/attempt-2/HG00738.combined.bed.gz.tbi	1777764437675083	1690892	md5_base64	Evf3jeqBNHjDBwwYbL3cMA==	2026-05-02T23:27:17.683Z	2026-06-03T15:48:04.159Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/569a9e19-4a00-4d9c-98ff-6de0000f6e8f/MethylationProfiling/8730e1fd-9d74-4597-916d-024b28ce0908/call-CpgPileup/attempt-2/HG00738.combined.bed.gz.tbi?generation=1777764437675083	3	H7w6yA==	Evf3jeqBNHjDBwwYbL3cMA==	CMuYtc7gm5QDEAM=
HG00738	hap1_bed	cpg_hap1_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/569a9e19-4a00-4d9c-98ff-6de0000f6e8f/MethylationProfiling/8730e1fd-9d74-4597-916d-024b28ce0908/call-CpgPileup/attempt-2/HG00738.hap1.bed.gz	1777764462210962	257346556	md5_base64	pLX5Q7l9fpMLf6rGT1oX4w==	2026-05-02T23:27:42.217Z	2026-06-03T15:24:11.050Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/569a9e19-4a00-4d9c-98ff-6de0000f6e8f/MethylationProfiling/8730e1fd-9d74-4597-916d-024b28ce0908/call-CpgPileup/attempt-2/HG00738.hap1.bed.gz?generation=1777764462210962	3	C3fZ/Q==	pLX5Q7l9fpMLf6rGT1oX4w==	CJLfjtrgm5QDEAM=
HG00738	hap1_bed_index	cpg_hap1_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/569a9e19-4a00-4d9c-98ff-6de0000f6e8f/MethylationProfiling/8730e1fd-9d74-4597-916d-024b28ce0908/call-CpgPileup/attempt-2/HG00738.hap1.bed.gz.tbi	1777764450867039	1557737	md5_base64	UFuSY56uFzO4iszjKnpZNg==	2026-05-02T23:27:30.873Z	2026-06-03T15:56:35.014Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/569a9e19-4a00-4d9c-98ff-6de0000f6e8f/MethylationProfiling/8730e1fd-9d74-4597-916d-024b28ce0908/call-CpgPileup/attempt-2/HG00738.hap1.bed.gz.tbi?generation=1777764450867039	3	s+P22Q==	UFuSY56uFzO4iszjKnpZNg==	CN+u2tTgm5QDEAM=
HG00738	hap2_bed	cpg_hap2_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/569a9e19-4a00-4d9c-98ff-6de0000f6e8f/MethylationProfiling/8730e1fd-9d74-4597-916d-024b28ce0908/call-CpgPileup/attempt-2/HG00738.hap2.bed.gz	1777764448845518	257185976	md5_base64	DwMA/K3IKS3jYtYtXotYSQ==	2026-05-02T23:27:28.849Z	2026-06-02T20:36:41.714Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/569a9e19-4a00-4d9c-98ff-6de0000f6e8f/MethylationProfiling/8730e1fd-9d74-4597-916d-024b28ce0908/call-CpgPileup/attempt-2/HG00738.hap2.bed.gz?generation=1777764448845518	2	jQ8udg==	DwMA/K3IKS3jYtYtXotYSQ==	CM793tPgm5QDEAI=
HG00738	hap2_bed_index	cpg_hap2_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/569a9e19-4a00-4d9c-98ff-6de0000f6e8f/MethylationProfiling/8730e1fd-9d74-4597-916d-024b28ce0908/call-CpgPileup/attempt-2/HG00738.hap2.bed.gz.tbi	1777764452730007	1557407	md5_base64	wg4IT6C7QfFQDJ0Q97uydQ==	2026-05-02T23:27:32.735Z	2026-06-03T15:43:05.395Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/569a9e19-4a00-4d9c-98ff-6de0000f6e8f/MethylationProfiling/8730e1fd-9d74-4597-916d-024b28ce0908/call-CpgPileup/attempt-2/HG00738.hap2.bed.gz.tbi?generation=1777764452730007	3	2ipE2A==	wg4IT6C7QfFQDJ0Q97uydQ==	CJeJzNXgm5QDEAM=
