sample_id	slot	source_field	discovery_uri	generation	byte_size	checksum_algorithm	checksum_value	created_at	updated_at	immutable_read_uri	metageneration	crc32c_base64	md5_base64	etag
NA19835	hap2_bed	cpg_hap2_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/ee7cdb36-c1a4-421b-af95-ada23f5ea40f/call-CpgPileup/NA19835.hap2.bed.gz	1777748070931134	301144025	md5_base64	mHfcqmF4mW0mn+Zblmft8Q==	2026-05-02T18:54:30.935Z	2026-06-03T15:41:03.505Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/ee7cdb36-c1a4-421b-af95-ada23f5ea40f/call-CpgPileup/NA19835.hap2.bed.gz?generation=1777748070931134	3	1Pn8pQ==	mHfcqmF4mW0mn+Zblmft8Q==	CL61ktKjm5QDEAM=
NA19835	hap2_bed_index	cpg_hap2_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/ee7cdb36-c1a4-421b-af95-ada23f5ea40f/call-CpgPileup/NA19835.hap2.bed.gz.tbi	1777748054987022	1666664	md5_base64	1+7qT9JlqjhKffqzj9NvcA==	2026-05-02T18:54:14.989Z	2026-06-02T20:19:59.254Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/ee7cdb36-c1a4-421b-af95-ada23f5ea40f/call-CpgPileup/NA19835.hap2.bed.gz.tbi?generation=1777748054987022	2	iQRPpw==	1+7qT9JlqjhKffqzj9NvcA==	CI6ixcqjm5QDEAI=
NA19909	combined_bed	cpg_combined_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/8a45ea72-7281-4066-a1f5-271fd628b8e6/MethylationProfiling/ac5a1ca7-bf26-4330-976d-08e441a5c4a5/call-CpgPileup/NA19909.combined.bed.gz	1778102823874235	394104851	md5_base64	ywn09n1KOM6lFVKx0HD7XQ==	2026-05-06T21:27:03.879Z	2026-06-07T03:50:03.189Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/8a45ea72-7281-4066-a1f5-271fd628b8e6/MethylationProfiling/ac5a1ca7-bf26-4330-976d-08e441a5c4a5/call-CpgPileup/NA19909.combined.bed.gz?generation=1778102823874235	2	h6H5Zw==	ywn09n1KOM6lFVKx0HD7XQ==	CLvdw5nNpZQDEAI=
NA19909	combined_bed_index	independently_verified_combined_bed_index	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/8a45ea72-7281-4066-a1f5-271fd628b8e6/MethylationProfiling/ac5a1ca7-bf26-4330-976d-08e441a5c4a5/call-CpgPileup/NA19909.combined.bed.gz.tbi	1778102800283698	1696402	md5_base64	gUYkxfLy4OVqHUTrNonvCw==	2026-05-06T21:26:40.288Z	2026-06-07T03:53:07.840Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/8a45ea72-7281-4066-a1f5-271fd628b8e6/MethylationProfiling/ac5a1ca7-bf26-4330-976d-08e441a5c4a5/call-CpgPileup/NA19909.combined.bed.gz.tbi?generation=1778102800283698	2	LbkeNA==	gUYkxfLy4OVqHUTrNonvCw==	CLLwo47NpZQDEAI=
NA19909	hap1_bed	cpg_hap1_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/8a45ea72-7281-4066-a1f5-271fd628b8e6/MethylationProfiling/ac5a1ca7-bf26-4330-976d-08e441a5c4a5/call-CpgPileup/NA19909.hap1.bed.gz	1778102818319096	360078713	md5_base64	GUlNN+jMre2//bkG2d9DnQ==	2026-05-06T21:26:58.324Z	2026-06-07T06:14:51.373Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/8a45ea72-7281-4066-a1f5-271fd628b8e6/MethylationProfiling/ac5a1ca7-bf26-4330-976d-08e441a5c4a5/call-CpgPileup/NA19909.hap1.bed.gz?generation=1778102818319096	2	kbPHCQ==	GUlNN+jMre2//bkG2d9DnQ==	CPjV8JbNpZQDEAI=
NA19909	hap1_bed_index	cpg_hap1_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/8a45ea72-7281-4066-a1f5-271fd628b8e6/MethylationProfiling/ac5a1ca7-bf26-4330-976d-08e441a5c4a5/call-CpgPileup/NA19909.hap1.bed.gz.tbi	1778102802208290	1673317	md5_base64	hRCgPD8x3epd8g5P903Zsw==	2026-05-06T21:26:42.212Z	2026-06-07T07:08:56.862Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/8a45ea72-7281-4066-a1f5-271fd628b8e6/MethylationProfiling/ac5a1ca7-bf26-4330-976d-08e441a5c4a5/call-CpgPileup/NA19909.hap1.bed.gz.tbi?generation=1778102802208290	2	AKioJQ==	hRCgPD8x3epd8g5P903Zsw==	CKKsmY/NpZQDEAI=
NA19909	hap2_bed	cpg_hap2_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/8a45ea72-7281-4066-a1f5-271fd628b8e6/MethylationProfiling/ac5a1ca7-bf26-4330-976d-08e441a5c4a5/call-CpgPileup/NA19909.hap2.bed.gz	1778102809860503	360173274	md5_base64	aOw2Aw43jAWzvcLZDBilew==	2026-05-06T21:26:49.866Z	2026-06-07T05:09:08.681Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/8a45ea72-7281-4066-a1f5-271fd628b8e6/MethylationProfiling/ac5a1ca7-bf26-4330-976d-08e441a5c4a5/call-CpgPileup/NA19909.hap2.bed.gz?generation=1778102809860503	2	gZqFbA==	aOw2Aw43jAWzvcLZDBilew==	CJez7JLNpZQDEAI=
NA19909	hap2_bed_index	cpg_hap2_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/8a45ea72-7281-4066-a1f5-271fd628b8e6/MethylationProfiling/ac5a1ca7-bf26-4330-976d-08e441a5c4a5/call-CpgPileup/NA19909.hap2.bed.gz.tbi	1778102804134687	1673106	md5_base64	MzA5++7Jpcp8jYlztXNbaQ==	2026-05-06T21:26:44.139Z	2026-06-07T04:52:34.692Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/8a45ea72-7281-4066-a1f5-271fd628b8e6/MethylationProfiling/ac5a1ca7-bf26-4330-976d-08e441a5c4a5/call-CpgPileup/NA19909.hap2.bed.gz.tbi?generation=1778102804134687	2	uQ2e8Q==	MzA5++7Jpcp8jYlztXNbaQ==	CJ/2jpDNpZQDEAI=
NA20129	combined_bed	cpg_combined_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/f0ab26b0-d66f-45be-8322-24218670bc4d/MethylationProfiling/b8cc3ccb-ace5-4dcc-afab-ca82ea8277f3/call-CpgPileup/NA20129.combined.bed.gz	1783874205641481	324171992	md5_base64	4qIccTG02h1lNMECVHDKMA==	2026-07-12T16:36:45.646Z	2026-07-12T16:36:45.646Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/f0ab26b0-d66f-45be-8322-24218670bc4d/MethylationProfiling/b8cc3ccb-ace5-4dcc-afab-ca82ea8277f3/call-CpgPileup/NA20129.combined.bed.gz?generation=1783874205641481	1	FTmv6g==	4qIccTG02h1lNMECVHDKMA==	CInW56LJzZUDEAE=
NA20129	combined_bed_index	independently_verified_combined_bed_index	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/f0ab26b0-d66f-45be-8322-24218670bc4d/MethylationProfiling/b8cc3ccb-ace5-4dcc-afab-ca82ea8277f3/call-CpgPileup/NA20129.combined.bed.gz.tbi	1783874207763814	1680336	md5_base64	vfQciMCrTTjgaG3zaFTRjw==	2026-07-12T16:36:47.768Z	2026-07-12T16:36:47.768Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/f0ab26b0-d66f-45be-8322-24218670bc4d/MethylationProfiling/b8cc3ccb-ace5-4dcc-afab-ca82ea8277f3/call-CpgPileup/NA20129.combined.bed.gz.tbi?generation=1783874207763814	1	zrL2tw==	vfQciMCrTTjgaG3zaFTRjw==	COaa6aPJzZUDEAE=
NA20129	hap1_bed	cpg_hap1_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/f0ab26b0-d66f-45be-8322-24218670bc4d/MethylationProfiling/b8cc3ccb-ace5-4dcc-afab-ca82ea8277f3/call-CpgPileup/NA20129.hap1.bed.gz	1783874220581730	289077201	md5_base64	aA6X/lTpM1gLtatGDAaxgQ==	2026-07-12T16:37:00.586Z	2026-07-12T16:37:00.586Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/f0ab26b0-d66f-45be-8322-24218670bc4d/MethylationProfiling/b8cc3ccb-ace5-4dcc-afab-ca82ea8277f3/call-CpgPileup/NA20129.hap1.bed.gz?generation=1783874220581730	1	nIAfdg==	aA6X/lTpM1gLtatGDAaxgQ==	COLG96nJzZUDEAE=
NA20129	hap1_bed_index	cpg_hap1_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/f0ab26b0-d66f-45be-8322-24218670bc4d/MethylationProfiling/b8cc3ccb-ace5-4dcc-afab-ca82ea8277f3/call-CpgPileup/NA20129.hap1.bed.gz.tbi	1783874234136764	1651463	md5_base64	CBC15lBraNPt0LMLbn0U2g==	2026-07-12T16:37:14.140Z	2026-07-12T16:37:14.140Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/f0ab26b0-d66f-45be-8322-24218670bc4d/MethylationProfiling/b8cc3ccb-ace5-4dcc-afab-ca82ea8277f3/call-CpgPileup/NA20129.hap1.bed.gz.tbi?generation=1783874234136764	1	aQW4jA==	CBC15lBraNPt0LMLbn0U2g==	CLzxsrDJzZUDEAE=
NA20129	hap2_bed	cpg_hap2_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/f0ab26b0-d66f-45be-8322-24218670bc4d/MethylationProfiling/b8cc3ccb-ace5-4dcc-afab-ca82ea8277f3/call-CpgPileup/NA20129.hap2.bed.gz	1783874231924601	289083967	md5_base64	x8aP+9fF67NsBRHl/LRaHA==	2026-07-12T16:37:11.929Z	2026-07-12T16:37:11.929Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/f0ab26b0-d66f-45be-8322-24218670bc4d/MethylationProfiling/b8cc3ccb-ace5-4dcc-afab-ca82ea8277f3/call-CpgPileup/NA20129.hap2.bed.gz?generation=1783874231924601	1	B1xFBg==	x8aP+9fF67NsBRHl/LRaHA==	CPnuq6/JzZUDEAE=
NA20129	hap2_bed_index	cpg_hap2_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/f0ab26b0-d66f-45be-8322-24218670bc4d/MethylationProfiling/b8cc3ccb-ace5-4dcc-afab-ca82ea8277f3/call-CpgPileup/NA20129.hap2.bed.gz.tbi	1783874197405796	1652571	md5_base64	JiZPz3fEESryAe2AfDMThA==	2026-07-12T16:36:37.409Z	2026-07-12T16:36:37.409Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/f0ab26b0-d66f-45be-8322-24218670bc4d/MethylationProfiling/b8cc3ccb-ace5-4dcc-afab-ca82ea8277f3/call-CpgPileup/NA20129.hap2.bed.gz.tbi?generation=1783874197405796	1	KYuVVQ==	JiZPz3fEESryAe2AfDMThA==	COSA8Z7JzZUDEAE=
NA20282	combined_bed	cpg_combined_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/569a9e19-4a00-4d9c-98ff-6de0000f6e8f/MethylationProfiling/196f6973-f1b5-4454-ab25-a962a4a38775/call-CpgPileup/NA20282.combined.bed.gz	1777761953179907	341417995	md5_base64	pvHzYCILBS/etM/wWF4hTQ==	2026-05-02T22:45:53.185Z	2026-06-03T15:51:04.936Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/569a9e19-4a00-4d9c-98ff-6de0000f6e8f/MethylationProfiling/196f6973-f1b5-4454-ab25-a962a4a38775/call-CpgPileup/NA20282.combined.bed.gz?generation=1777761953179907	3	3GxJIA==	pvHzYCILBS/etM/wWF4hTQ==	CIPS263Xm5QDEAM=
NA20282	combined_bed_index	independently_verified_combined_bed_index	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/569a9e19-4a00-4d9c-98ff-6de0000f6e8f/MethylationProfiling/196f6973-f1b5-4454-ab25-a962a4a38775/call-CpgPileup/NA20282.combined.bed.gz.tbi	1777761965780407	1684058	md5_base64	FtL69GnyzktYQZKYeGf7Xw==	2026-05-02T22:46:05.784Z	2026-06-03T15:52:07.004Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/569a9e19-4a00-4d9c-98ff-6de0000f6e8f/MethylationProfiling/196f6973-f1b5-4454-ab25-a962a4a38775/call-CpgPileup/NA20282.combined.bed.gz.tbi?generation=1777761965780407	3	oDMJYg==	FtL69GnyzktYQZKYeGf7Xw==	CLfb3LPXm5QDEAM=
NA20282	hap1_bed	cpg_hap1_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/569a9e19-4a00-4d9c-98ff-6de0000f6e8f/MethylationProfiling/196f6973-f1b5-4454-ab25-a962a4a38775/call-CpgPileup/NA20282.hap1.bed.gz	1777761972994039	307461154	md5_base64	Eww5fNS3yD6ecxWOvc3c/Q==	2026-05-02T22:46:13.000Z	2026-06-02T20:05:21.042Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/569a9e19-4a00-4d9c-98ff-6de0000f6e8f/MethylationProfiling/196f6973-f1b5-4454-ab25-a962a4a38775/call-CpgPileup/NA20282.hap1.bed.gz?generation=1777761972994039	2	IJDkoQ==	Eww5fNS3yD6ecxWOvc3c/Q==	CPf/lLfXm5QDEAI=
NA20282	hap1_bed_index	cpg_hap1_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/569a9e19-4a00-4d9c-98ff-6de0000f6e8f/MethylationProfiling/196f6973-f1b5-4454-ab25-a962a4a38775/call-CpgPileup/NA20282.hap1.bed.gz.tbi	1777761954803042	1666904	md5_base64	S8dPgvRyhi9m0ghp5I0XRw==	2026-05-02T22:45:54.808Z	2026-06-03T15:01:07.509Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/569a9e19-4a00-4d9c-98ff-6de0000f6e8f/MethylationProfiling/196f6973-f1b5-4454-ab25-a962a4a38775/call-CpgPileup/NA20282.hap1.bed.gz.tbi?generation=1777761954803042	3	G3o4qw==	S8dPgvRyhi9m0ghp5I0XRw==	COLavq7Xm5QDEAM=
NA20282	hap2_bed	cpg_hap2_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/569a9e19-4a00-4d9c-98ff-6de0000f6e8f/MethylationProfiling/196f6973-f1b5-4454-ab25-a962a4a38775/call-CpgPileup/NA20282.hap2.bed.gz	1777761964223972	306684404	md5_base64	UzYUCNGSqazlqoKWRtaKwA==	2026-05-02T22:46:04.229Z	2026-06-03T15:10:03.012Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/569a9e19-4a00-4d9c-98ff-6de0000f6e8f/MethylationProfiling/196f6973-f1b5-4454-ab25-a962a4a38775/call-CpgPileup/NA20282.hap2.bed.gz?generation=1777761964223972	3	+GI7mw==	UzYUCNGSqazlqoKWRtaKwA==	COTb/bLXm5QDEAM=
NA20282	hap2_bed_index	cpg_hap2_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/569a9e19-4a00-4d9c-98ff-6de0000f6e8f/MethylationProfiling/196f6973-f1b5-4454-ab25-a962a4a38775/call-CpgPileup/NA20282.hap2.bed.gz.tbi	1777761956415872	1667259	md5_base64	LpeXjJyar2h0Ze0zrPaqDw==	2026-05-02T22:45:56.420Z	2026-06-03T15:55:07.167Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/569a9e19-4a00-4d9c-98ff-6de0000f6e8f/MethylationProfiling/196f6973-f1b5-4454-ab25-a962a4a38775/call-CpgPileup/NA20282.hap2.bed.gz.tbi?generation=1777761956415872	3	ONxLKg==	LpeXjJyar2h0Ze0zrPaqDw==	CICToa/Xm5QDEAM=
NA20346	combined_bed	cpg_combined_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/0d1adfe1-2e2b-4189-bd5e-6ba6090f8802/call-CpgPileup/NA20346.combined.bed.gz	1777747642469777	337753409	md5_base64	m1EncBCBiyYZXlof5q786A==	2026-05-02T18:47:22.473Z	2026-06-02T20:11:15.519Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/0d1adfe1-2e2b-4189-bd5e-6ba6090f8802/call-CpgPileup/NA20346.combined.bed.gz?generation=1777747642469777	2	Id+btQ==	m1EncBCBiyYZXlof5q786A==	CJGb64Wim5QDEAI=
NA20346	combined_bed_index	independently_verified_combined_bed_index	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/0d1adfe1-2e2b-4189-bd5e-6ba6090f8802/call-CpgPileup/NA20346.combined.bed.gz.tbi	1777747629082966	1693849	md5_base64	epiG7Om2vvO3g5uQv6i2+g==	2026-05-02T18:47:09.086Z	2026-06-02T20:03:58.545Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/0d1adfe1-2e2b-4189-bd5e-6ba6090f8802/call-CpgPileup/NA20346.combined.bed.gz.tbi?generation=1777747629082966	2	VDd3xA==	epiG7Om2vvO3g5uQv6i2+g==	CNaSuv+hm5QDEAI=
NA20346	hap1_bed	cpg_hap1_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/0d1adfe1-2e2b-4189-bd5e-6ba6090f8802/call-CpgPileup/NA20346.hap1.bed.gz	1777747636948191	290029572	md5_base64	pOqz3QjlACZrq+qHqQHHvw==	2026-05-02T18:47:16.951Z	2026-06-03T14:33:02.677Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/0d1adfe1-2e2b-4189-bd5e-6ba6090f8802/call-CpgPileup/NA20346.hap1.bed.gz?generation=1777747636948191	3	i3ch+A==	pOqz3QjlACZrq+qHqQHHvw==	CN+ZmoOim5QDEAM=
NA20346	hap1_bed_index	cpg_hap1_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/0d1adfe1-2e2b-4189-bd5e-6ba6090f8802/call-CpgPileup/NA20346.hap1.bed.gz.tbi	1777747618794149	1579563	md5_base64	r5NKmJk4J0V6HfPHH/nQBw==	2026-05-02T18:46:58.797Z	2026-06-03T15:51:02.587Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/0d1adfe1-2e2b-4189-bd5e-6ba6090f8802/call-CpgPileup/NA20346.hap1.bed.gz.tbi?generation=1777747618794149	3	NwGQkg==	r5NKmJk4J0V6HfPHH/nQBw==	CKWVxvqhm5QDEAM=
NA20346	hap2_bed	cpg_hap2_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/0d1adfe1-2e2b-4189-bd5e-6ba6090f8802/call-CpgPileup/NA20346.hap2.bed.gz	1777747627170346	290268072	md5_base64	AK/S2Z1N8FZvErsasafc9Q==	2026-05-02T18:47:07.174Z	2026-06-03T14:43:00.298Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/0d1adfe1-2e2b-4189-bd5e-6ba6090f8802/call-CpgPileup/NA20346.hap2.bed.gz?generation=1777747627170346	3	M3vUVQ==	AK/S2Z1N8FZvErsasafc9Q==	CKq0xf6hm5QDEAM=
NA20346	hap2_bed_index	cpg_hap2_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/0d1adfe1-2e2b-4189-bd5e-6ba6090f8802/call-CpgPileup/NA20346.hap2.bed.gz.tbi	1777747616792731	1579669	md5_base64	DJtnZHUveoB4z0uTPvPhkQ==	2026-05-02T18:46:56.796Z	2026-06-03T15:44:16.263Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/0d1adfe1-2e2b-4189-bd5e-6ba6090f8802/call-CpgPileup/NA20346.hap2.bed.gz.tbi?generation=1777747616792731	3	7btmsw==	DJtnZHUveoB4z0uTPvPhkQ==	CJuBzPmhm5QDEAM=
NA20503	combined_bed	cpg_combined_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/b9a47bf3-1bd3-46fb-bfe7-092f18f82d44/call-CpgPileup/NA20503.combined.bed.gz	1777748930356098	192818879	md5_base64	BTr1KVLJpzkjBxlkzAdjJg==	2026-05-02T19:08:50.360Z	2026-06-02T20:36:53.840Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/b9a47bf3-1bd3-46fb-bfe7-092f18f82d44/call-CpgPileup/NA20503.combined.bed.gz?generation=1777748930356098	2	IjWkRQ==	BTr1KVLJpzkjBxlkzAdjJg==	CILH+eumm5QDEAI=
NA20503	combined_bed_index	independently_verified_combined_bed_index	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/b9a47bf3-1bd3-46fb-bfe7-092f18f82d44/call-CpgPileup/NA20503.combined.bed.gz.tbi	1777748932363192	1685008	md5_base64	v+1ldszsv2CXdZ3tn1ZD1g==	2026-05-02T19:08:52.367Z	2026-06-03T15:32:00.687Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/b9a47bf3-1bd3-46fb-bfe7-092f18f82d44/call-CpgPileup/NA20503.combined.bed.gz.tbi?generation=1777748932363192	3	gGtNFQ==	v+1ldszsv2CXdZ3tn1ZD1g==	CLiH9Oymm5QDEAM=
NA20503	hap1_bed	cpg_hap1_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/b9a47bf3-1bd3-46fb-bfe7-092f18f82d44/call-CpgPileup/NA20503.hap1.bed.gz	1777748936388227	179697435	md5_base64	Odjl+fHtPgDwrCxhYR0ZqA==	2026-05-02T19:08:56.392Z	2026-06-03T15:39:59.308Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/b9a47bf3-1bd3-46fb-bfe7-092f18f82d44/call-CpgPileup/NA20503.hap1.bed.gz?generation=1777748936388227	3	tJfMug==	Odjl+fHtPgDwrCxhYR0ZqA==	CIPd6e6mm5QDEAM=
NA20503	hap1_bed_index	cpg_hap1_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/b9a47bf3-1bd3-46fb-bfe7-092f18f82d44/call-CpgPileup/NA20503.hap1.bed.gz.tbi	1777748921997524	1659496	md5_base64	RapmYPqU27WmCT8oX7LKUg==	2026-05-02T19:08:42.001Z	2026-06-03T15:51:09.121Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/b9a47bf3-1bd3-46fb-bfe7-092f18f82d44/call-CpgPileup/NA20503.hap1.bed.gz.tbi?generation=1777748921997524	3	FlPbHw==	RapmYPqU27WmCT8oX7LKUg==	CNSx++emm5QDEAM=
NA20503	hap2_bed	cpg_hap2_bed	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/b9a47bf3-1bd3-46fb-bfe7-092f18f82d44/call-CpgPileup/NA20503.hap2.bed.gz	1777748926073683	179391655	md5_base64	GgB7LDkd33ZoJFLe8hQPWQ==	2026-05-02T19:08:46.077Z	2026-06-03T16:01:14.574Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/b9a47bf3-1bd3-46fb-bfe7-092f18f82d44/call-CpgPileup/NA20503.hap2.bed.gz?generation=1777748926073683	3	7l16pw==	GgB7LDkd33ZoJFLe8hQPWQ==	CNOW9Ommm5QDEAM=
NA20503	hap2_bed_index	cpg_hap2_bed_idx	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/b9a47bf3-1bd3-46fb-bfe7-092f18f82d44/call-CpgPileup/NA20503.hap2.bed.gz.tbi	1777748920005009	1658898	md5_base64	kax1FkWvGIJ/4oa+SpeHxQ==	2026-05-02T19:08:40.007Z	2026-06-03T15:39:07.095Z	gs://fc-fd42e80c-b41e-4e60-a9cf-b7c0ade168c4/submissions/a1e9b9ce-0d67-4d42-b107-b9821f44dd60/MethylationProfiling/b9a47bf3-1bd3-46fb-bfe7-092f18f82d44/call-CpgPileup/NA20503.hap2.bed.gz.tbi?generation=1777748920005009	3	OYrj8Q==	kax1FkWvGIJ/4oa+SpeHxQ==	CJHjgeemm5QDEAM=
